E2068,Operations,1,55.00,8.60,16.00,1.88,0.00
E0343,HR,1,53.00,10.62,7.00,1.29,0.00
E4035,Operations,1,60.00,12.35,16.00,1.42,0.00
E1901,Finance,1,46.00,8.50,10.00,2.84,0.00
E0493,Operations,1,38.00,12.18,14.00,1.75,0.00
E2562,Engineering,1,45.00,9.59,8.00,2.45,0.00
E4250,HR,1,45.00,16.57,15.00,0.97,0.00
E2354,Sales,1,41.00,6.81,18.00,2.82,0.00
E3455,Marketing,1,64.00,10.53,9.00,1.82,0.00
E3095,Marketing,1,35.00,8.91,17.00,1.51,0.00
E1096,Operations,1,38.00,18.76,9.00,1.32,0.00
E4371,Operations,1,49.00,7.07,20.00,3.35,0.00
E4512,Marketing,1,47.00,14.49,24.00,1.36,0.00
E4903,Sales,1,59.00,13.68,17.00,1.36,0.00
E0269,Operations,1,40.00,8.02,17.00,2.33,0.00
E2163,Engineering,1,58.00,8.80,20.00,1.53,0.00
E0190,Finance,1,47.00,6.73,14.00,1.29,0.00
E3075,Finance,1,49.00,3.94,16.00,4.05,0.00
E1952,Operations,1,45.00,15.16,11.00,1.11,0.00
E0316,Sales,1,44.00,3.64,9.00,3.23,0.00
E1616,HR,1,55.00,5.89,14.00,2.32,0.00
E1310,Finance,1,41.00,10.58,15.00,1.47,0.00
E1041,Marketing,1,48.00,8.24,16.00,1.84,0.00
E0929,Finance,1,59.00,11.12,13.00,1.98,0.00
E4960,Engineering,1,54.00,3.06,9.00,6.41,0.00
E1446,Engineering,1,42.00,8.78,14.00,2.25,0.00
E0217,Support,1,44.00,8.72,13.00,2.68,0.00
E2094,Operations,1,51.00,11.04,15.00,1.33,0.00
E4675,Sales,1,46.00,7.95,13.00,1.45,0.00
E2440,Finance,1,62.00,12.40,19.00,2.61,0.00
E0653,Engineering,1,50.00,11.51,15.00,1.44,0.00
E3422,Operations,1,46.00,11.71,11.00,1.18,0.00
E1642,HR,1,62.00,3.63,16.00,4.75,0.00
E0389,Finance,1,59.00,11.20,13.00,1.56,0.00
E1071,Support,1,48.00,13.86,8.00,1.35,0.00
E0933,Marketing,1,59.00,5.72,19.00,2.68,0.00
E2663,HR,1,46.00,14.44,4.00,1.43,0.00
E3396,Engineering,1,61.00,6.75,9.00,2.07,0.00
E3781,Finance,1,40.00,10.01,11.00,1.18,0.00
E2784,Marketing,1,42.00,8.77,14.00,2.25,0.00
E3163,Finance,1,55.00,13.46,11.00,0.97,0.00
E1211,Engineering,1,50.00,10.25,19.00,2.49,0.00
E0356,Sales,1,51.00,5.24,15.00,3.21,0.00
E0520,Support,1,54.00,11.50,15.00,1.68,0.00
E1832,Sales,1,55.00,7.45,8.00,2.84,0.00
E1172,Operations,1,52.00,7.71,16.00,1.95,0.00
E0404,HR,1,52.00,12.20,12.00,1.44,0.00
E2120,Marketing,1,48.00,10.80,11.00,1.53,0.00
E2514,Marketing,1,52.00,13.60,11.00,1.37,0.00
E0994,Engineering,1,41.00,14.66,12.00,1.02,0.00
E0237,Marketing,1,58.00,10.13,14.00,0.81,0.00
E4551,Marketing,1,48.00,10.07,14.00,1.45,0.00
E3012,Marketing,1,43.00,13.12,10.00,2.12,0.00
E2039,Marketing,1,54.00,9.68,8.00,2.34,0.00
E3202,Support,1,59.00,16.39,13.00,1.21,0.00
E0179,Sales,1,57.00,11.77,15.00,1.33,0.00
E1785,Support,1,52.00,13.04,18.00,1.07,0.00
E2563,Sales,1,56.00,9.75,11.00,1.40,0.00
E1075,Finance,1,50.00,10.20,10.00,1.52,0.00
E4664,Sales,1,55.00,8.96,10.00,2.31,0.00
E2215,Finance,1,40.00,6.05,13.00,2.70,0.00
E0660,Engineering,1,53.00,13.06,9.00,1.35,0.00
E4906,Engineering,1,54.00,15.92,12.00,1.36,0.00
E0987,Marketing,1,62.00,9.10,13.00,2.08,0.00
E1594,Marketing,1,45.00,9.15,16.00,1.97,0.00
E0015,Engineering,1,46.00,7.19,19.00,3.05,0.00
E1340,Engineering,1,46.00,11.94,14.00,0.85,0.00
E0898,Marketing,1,59.00,10.04,11.00,2.54,0.00
E3237,Sales,1,45.00,9.35,16.00,1.84,0.00
E0144,Marketing,1,38.00,12.98,8.00,0.93,0.00
E2438,Engineering,1,45.00,13.67,8.00,1.77,0.00
E3775,Operations,1,54.00,8.64,19.00,1.87,0.00
E1609,Engineering,1,45.00,10.46,13.00,1.57,0.00
E3002,Operations,1,53.00,12.84,10.00,1.52,0.00
E0268,HR,1,54.00,13.69,11.00,2.18,0.00
E0243,Engineering,1,53.00,8.54,6.00,1.26,0.00
E0596,Engineering,1,47.00,6.97,18.00,2.38,0.00
E2919,HR,1,48.00,12.01,20.00,1.92,0.00
E2321,Sales,1,47.00,13.12,9.00,1.42,0.00
E0490,Support,1,41.00,8.97,20.00,1.50,0.00
E3437,Engineering,1,49.00,5.41,17.00,2.03,0.00
E2010,Finance,1,50.00,4.88,8.00,2.72,0.00
E0877,Finance,1,58.00,12.39,18.00,1.49,0.00
E1156,Finance,1,45.00,2.65,15.00,4.93,0.00
E0436,Sales,1,51.00,5.19,13.00,3.23,0.00
E4406,Engineering,1,55.00,12.86,17.00,1.15,0.00
E2603,HR,1,54.00,4.26,10.00,3.80,0.00
E0683,Support,1,43.00,7.31,12.00,1.93,0.00
E4022,Sales,1,46.00,7.53,10.00,3.05,0.00
E1619,Sales,1,48.00,15.71,16.00,1.20,0.00
E1597,Support,1,49.00,11.55,11.00,1.59,0.00
E1019,Finance,1,73.00,7.73,14.00,2.52,0.00
E0471,Engineering,1,44.00,10.95,17.00,2.68,0.00
E0280,Sales,1,43.00,8.42,18.00,2.02,0.00
E4384,Operations,1,64.00,6.54,14.00,2.92,0.00
E2128,Finance,1,54.00,9.92,14.00,2.29,0.00
E3983,Finance,1,53.00,11.77,13.00,1.57,0.00
E4224,Support,1,52.00,11.51,14.00,1.12,0.00
E1858,Sales,1,49.00,9.63,10.00,2.45,0.00
E0999,Engineering,1,47.00,6.95,13.00,1.76,0.00
E3512,Sales,1,44.00,7.15,9.00,2.70,0.00
E2190,Engineering,1,57.00,8.68,12.00,2.58,0.00
E4715,Support,1,45.00,9.13,13.00,1.97,0.00
E2846,Operations,1,45.00,12.55,15.00,1.18,0.00
E0470,Sales,1,48.00,15.84,9.00,1.31,0.00
E4639,Sales,1,47.00,10.49,10.00,1.83,0.00
E0553,Finance,1,55.00,10.56,7.00,1.99,0.00
E0223,Operations,1,55.00,15.21,13.00,0.93,0.00
E4713,Finance,1,41.00,6.39,10.00,2.57,0.00
E2494,HR,1,52.00,14.02,10.00,1.00,0.00
E1106,Engineering,1,44.00,11.43,15.00,1.61,0.00
E4632,Finance,1,36.00,8.35,15.00,2.25,0.00
E0517,Operations,1,43.00,12.27,16.00,1.13,0.00
E3963,Finance,1,59.00,11.03,20.00,2.41,0.00
E4255,Marketing,1,60.00,6.55,14.00,1.85,0.00
E4424,Finance,1,56.00,13.87,15.00,1.61,0.00
E0152,Operations,1,59.00,9.66,14.00,2.16,0.00
E0609,Marketing,1,54.00,11.78,15.00,1.57,0.00
E4474,Support,1,61.00,9.25,12.00,1.95,0.00
E1307,Support,1,53.00,9.12,9.00,2.67,0.00
E3021,Marketing,1,47.00,15.80,14.00,0.83,0.00
E0891,HR,1,57.00,11.36,14.00,1.54,0.00
E2053,Support,1,68.00,11.08,10.00,1.90,0.00
E3147,Support,1,48.00,11.21,10.00,1.72,0.00
E4862,Sales,1,43.00,7.85,13.00,3.28,0.00
E1331,Operations,1,43.00,3.97,15.00,4.03,0.00
E0968,Sales,1,55.00,10.43,18.00,1.57,0.00
E0054,Finance,1,46.00,10.08,19.00,1.62,0.00
E4729,Sales,1,54.00,9.28,12.00,2.43,0.00
E1590,Engineering,1,45.00,6.55,11.00,2.92,0.00
E0950,Support,1,47.00,12.16,19.00,1.14,0.00
E3321,Sales,1,47.00,14.00,8.00,1.07,0.00
E4045,Operations,1,46.00,7.88,11.00,2.59,0.00
E3602,Sales,1,51.00,11.74,16.00,1.18,0.00
E2482,Engineering,1,43.00,12.21,16.00,1.36,0.00
E2878,HR,1,58.00,13.94,12.00,0.60,0.00
E4374,HR,1,44.00,7.32,16.00,1.80,0.00
E0716,Engineering,1,46.00,8.60,8.00,2.92,0.00
E1426,Sales,1,42.00,7.34,12.00,1.56,0.00
E1345,HR,1,59.00,13.61,14.00,0.96,0.00
E0545,Marketing,1,50.00,10.64,12.00,1.72,0.00
E4950,Marketing,1,42.00,9.56,11.00,1.70,0.00
E3679,Marketing,1,46.00,12.10,14.00,1.30,0.00
E2723,Operations,1,51.00,8.26,16.00,1.40,0.00
E3193,Marketing,1,36.00,10.76,17.00,1.53,0.00
E3403,Engineering,1,52.00,8.36,19.00,2.78,0.00
E0265,Finance,1,54.00,10.54,16.00,1.82,0.00
E4678,HR,1,49.00,11.60,15.00,1.83,0.00
E3730,Finance,1,52.00,7.00,14.00,2.88,0.00
E1718,Operations,1,45.00,12.15,13.00,2.05,0.00
E0963,Engineering,1,55.00,10.24,17.00,1.60,0.00
E0529,Support,1,52.00,12.68,17.00,1.61,0.00
E4579,Support,1,52.00,11.51,15.00,1.68,0.00
E3642,Support,1,51.00,13.26,17.00,1.05,0.00
E0287,Operations,1,52.00,11.62,7.00,1.03,0.00
E4433,Operations,1,53.00,5.14,12.00,3.26,0.00
E2835,HR,1,57.00,11.15,14.00,1.40,0.00
E2553,Marketing,1,56.00,11.71,15.00,1.73,0.00
E1996,Engineering,1,44.00,12.80,8.00,1.23,0.00
E1404,Sales,1,48.00,6.32,9.00,2.46,0.00
E0422,Operations,1,51.00,11.52,6.00,1.60,0.00
E1947,HR,1,39.00,7.42,11.00,2.14,0.00
E1543,Sales,1,59.00,12.63,11.00,1.17,0.00
E4265,Finance,1,41.00,13.81,14.00,0.81,0.00
E2413,Finance,1,49.00,12.34,11.00,2.62,0.00
E3791,HR,1,56.00,11.20,15.00,1.31,0.00
E1808,HR,1,53.00,9.46,19.00,0.96,0.00
E4315,HR,1,57.00,8.97,12.00,2.11,0.00
E0393,HR,1,57.00,8.39,15.00,2.34,0.00
E3037,Engineering,1,53.00,10.53,15.00,1.30,0.00
E0153,HR,1,56.00,9.23,12.00,1.95,0.00
E2683,Marketing,1,49.00,10.15,17.00,1.44,0.00
E4615,Engineering,1,54.00,11.99,13.00,1.31,0.00
E1382,Support,1,53.00,8.87,13.00,2.03,0.00
E1033,Engineering,1,50.00,11.36,9.00,1.54,0.00
E1137,Marketing,1,46.00,8.95,9.00,2.01,0.00
E2991,Marketing,1,47.00,6.38,18.00,2.03,0.00
E1974,Sales,1,49.00,6.70,8.00,3.12,0.00
E0856,Engineering,1,52.00,13.24,18.00,1.47,0.00
E4625,HR,1,43.00,8.25,11.00,2.05,0.00
E2957,HR,1,52.00,13.26,10.00,1.12,0.00
E2589,Engineering,1,48.00,9.04,10.00,1.99,0.00
E3882,HR,1,43.00,7.80,11.00,1.93,0.00
E0645,Marketing,1,55.00,10.65,17.00,2.23,0.00
E2268,Marketing,1,50.00,7.37,5.00,1.55,0.00
E3426,Sales,1,41.00,8.59,16.00,2.08,0.00
E4924,Engineering,1,55.00,12.69,9.00,1.31,0.00
E4860,HR,1,61.00,5.01,17.00,2.83,0.00
E4423,Finance,1,55.00,16.31,22.00,1.27,0.00
E2857,Engineering,1,49.00,11.59,12.00,1.75,0.00
E2044,Support,1,52.00,8.12,11.00,2.08,0.00
E2894,Operations,1,56.00,8.33,19.00,1.61,0.00
E4405,Support,1,54.00,9.93,16.00,1.56,0.00
E1537,Support,1,53.00,11.89,13.00,1.47,0.00
E3138,Finance,1,53.00,14.15,12.00,1.25,0.00
E0023,Marketing,1,51.00,13.49,17.00,1.66,0.00
E1603,Operations,1,48.00,11.32,17.00,1.38,0.00
E4372,Sales,1,41.00,9.97,17.00,2.10,0.00
E2299,Support,1,49.00,11.38,16.00,1.94,0.00
E3400,Marketing,1,52.00,7.95,10.00,2.90,0.00
E3824,HR,1,57.00,15.10,8.00,1.06,0.00
E2985,Operations,1,65.00,5.63,9.00,3.32,0.00
E2809,Engineering,1,46.00,12.06,10.00,1.38,0.00
E4509,Support,1,54.00,14.54,12.00,1.35,0.00
E2739,Sales,1,58.00,10.36,20.00,1.67,0.00
E0225,Engineering,1,45.00,8.46,12.00,3.07,0.00
E0781,Operations,1,63.00,14.20,10.00,1.51,0.00
E3415,Operations,1,39.00,7.00,19.00,2.50,0.00
E2394,Finance,1,44.00,14.85,11.00,1.32,0.00
E1477,Marketing,1,65.00,9.19,18.00,1.57,0.00
E1920,Operations,1,59.00,3.99,9.00,4.01,0.00
E2243,Support,1,56.00,13.09,12.00,1.14,0.00
E1816,Engineering,1,59.00,10.75,10.00,1.70,0.00
E0329,Engineering,1,64.00,12.00,17.00,2.39,0.00
E4603,HR,1,50.00,10.25,19.00,2.05,0.00
E3951,Engineering,1,48.00,10.39,12.00,2.02,0.00
E0956,Operations,1,43.00,9.19,9.00,2.36,0.00
E1193,Operations,1,67.00,15.58,9.00,1.21,0.00
E4926,HR,1,55.00,10.66,14.00,1.54,0.00
E2612,Support,1,57.00,11.97,11.00,1.47,0.00
E4445,Operations,1,48.00,7.39,14.00,1.55,0.00
E4362,Support,1,51.00,8.04,16.00,2.10,0.00
E3320,HR,1,56.00,13.07,23.00,1.28,0.00
E0216,Sales,1,53.00,11.71,11.00,1.57,0.00
E2525,Engineering,1,51.00,14.16,11.00,0.66,0.00
E1100,HR,1,48.00,5.81,11.00,2.50,0.00
E1165,Operations,1,55.00,9.55,10.00,1.42,0.00
E1105,Support,1,53.00,10.48,12.00,1.31,0.00
E3052,Finance,1,49.00,8.97,11.00,2.41,0.00
E2643,Engineering,1,47.00,10.39,10.00,1.23,0.00
E0860,Marketing,1,51.00,10.75,16.00,1.96,0.00
E0524,Engineering,1,42.00,14.48,14.00,0.90,0.00
E4338,HR,1,45.00,11.66,16.00,1.11,0.00
E3650,Finance,1,54.00,7.95,10.00,2.46,0.00
E0358,Sales,1,45.00,10.83,17.00,1.52,0.00
E3608,Marketing,1,46.00,9.90,20.00,2.94,0.00
E0996,Operations,1,47.00,13.92,13.00,1.34,0.00
E0256,Sales,1,55.00,13.90,12.00,1.14,0.00
E2675,HR,1,58.00,6.94,17.00,3.15,0.00
E1177,HR,1,40.00,4.19,15.00,3.47,0.00
E4487,Operations,1,48.00,5.43,8.00,3.11,0.00
E0615,Marketing,1,44.00,10.63,15.00,2.06,0.00
E4712,Marketing,1,49.00,13.49,11.00,0.90,0.00
E2655,Support,1,42.00,10.07,13.00,1.45,0.00
E3639,Operations,1,57.00,10.79,14.00,1.19,0.00
E2126,Sales,1,57.00,7.46,13.00,2.48,0.00
E0975,Finance,1,58.00,7.85,13.00,2.37,0.00
E3452,HR,1,53.00,10.49,21.00,1.92,0.00
E3644,Support,1,55.00,13.07,15.00,1.35,0.00
E3297,Operations,1,46.00,12.35,15.00,1.20,0.00
E2446,HR,1,53.00,10.76,10.00,1.28,0.00
E1637,Finance,1,59.00,7.97,11.00,2.56,0.00
E4573,HR,1,56.00,16.54,10.00,0.97,0.00
E0530,HR,1,56.00,12.20,12.00,2.05,0.00
E0763,HR,1,52.00,8.40,12.00,2.66,0.00
E2024,Marketing,1,46.00,11.19,10.00,1.31,0.00
E2479,Engineering,1,47.00,13.51,11.00,1.24,0.00
E1408,Sales,1,60.00,8.07,13.00,2.98,0.00
E4889,Engineering,1,40.00,13.49,17.00,1.45,0.00
E2263,Operations,1,39.00,8.77,9.00,2.56,0.00
E3930,Operations,1,46.00,12.42,14.00,1.42,0.00
E3796,Sales,1,42.00,9.32,17.00,1.84,0.00
E3869,Operations,1,47.00,13.00,11.00,1.64,0.00
E3674,HR,1,56.00,12.77,17.00,1.09,0.00
E2131,Support,1,40.00,8.15,13.00,3.06,0.00
E2008,HR,1,48.00,7.84,12.00,2.04,0.00
E2753,Marketing,1,42.00,11.87,12.00,1.17,0.00
E1658,Finance,1,54.00,10.71,12.00,1.96,0.00
E2028,Operations,1,45.00,3.94,18.00,4.66,0.00
E1195,HR,1,44.00,10.54,8.00,1.82,0.00
E4883,Support,1,45.00,14.24,10.00,1.38,0.00
E3493,Engineering,1,39.00,20.24,21.00,0.61,0.00
E4774,Operations,1,47.00,11.33,9.00,1.78,0.00
E3157,HR,1,51.00,9.76,12.00,2.70,0.00
E0085,Operations,1,52.00,10.17,18.00,2.15,0.00
E1412,Operations,1,54.00,13.62,16.00,1.30,0.00
E4046,Marketing,1,57.00,11.71,12.00,1.42,0.00
E3524,Engineering,1,46.00,7.20,9.00,2.68,0.00
E3208,Engineering,1,53.00,7.57,10.00,1.87,0.00
E0961,Sales,1,46.00,9.88,12.00,1.75,0.00
E1113,Support,1,49.00,5.96,12.00,2.01,0.00
E0359,Finance,1,46.00,8.61,15.00,1.77,0.00
E4977,Engineering,1,50.00,9.44,12.00,1.34,0.00
E0759,Finance,1,63.00,13.11,7.00,1.63,0.00
E1589,Finance,1,49.00,5.63,15.00,2.41,0.00
E4744,Operations,1,44.00,6.36,8.00,2.04,0.00
E2851,Operations,1,52.00,5.81,4.00,1.76,0.00
E0779,Finance,1,54.00,16.78,15.00,0.73,0.00
E4311,Support,1,51.00,10.31,10.00,1.41,0.00
E1532,Operations,1,45.00,9.50,19.00,2.19,0.00
E4740,Engineering,1,63.00,7.18,10.00,2.32,0.00
E3082,Operations,1,47.00,3.00,14.00,5.50,0.00
E3338,Engineering,1,49.00,6.59,17.00,2.64,0.00
E2452,Engineering,1,54.00,12.89,8.00,1.51,0.00
E2129,Sales,1,56.00,9.94,15.00,1.46,0.00
E3184,HR,1,38.00,9.67,13.00,2.06,0.00
E1455,Marketing,1,48.00,14.78,14.00,1.65,0.00
E1879,Operations,1,59.00,10.19,16.00,1.88,0.00
E2401,Engineering,1,63.00,16.03,16.00,1.41,0.00
E1551,Sales,1,55.00,4.98,12.00,4.35,0.00
E1875,Operations,1,50.00,8.80,16.00,1.84,0.00
E3144,Finance,1,44.00,9.41,15.00,1.92,0.00
E2831,Marketing,1,54.00,6.66,10.00,2.35,0.00
E3405,HR,1,44.00,3.08,6.00,4.16,0.00
E3216,Support,1,48.00,5.41,6.00,2.96,0.00
E3583,Finance,1,46.00,12.51,11.00,1.26,0.00
E3342,Marketing,1,40.00,7.95,12.00,2.35,0.00
E2118,Marketing,1,45.00,12.22,16.00,1.36,0.00
E3896,Support,1,58.00,8.19,14.00,1.52,0.00
E3011,Operations,1,44.00,3.95,15.00,3.84,0.00
E3309,Support,1,47.00,11.84,9.00,1.40,0.00
E0447,Marketing,1,48.00,9.44,16.00,1.82,0.00
E4285,Engineering,1,58.00,7.47,16.00,1.42,0.00
E4769,Support,1,45.00,8.77,10.00,2.87,0.00
E3572,Sales,1,52.00,10.37,8.00,1.85,0.00
E0172,Marketing,1,54.00,8.83,14.00,2.14,0.00
E4429,Support,1,48.00,5.31,14.00,2.85,0.00
E4971,Operations,1,50.00,9.86,10.00,1.66,0.00
E1936,Finance,1,50.00,14.00,6.00,1.53,0.00
E1830,Finance,1,45.00,11.46,7.00,1.77,0.00
E2586,Support,1,48.00,8.90,15.00,2.32,0.00
E3517,Marketing,1,53.00,10.28,13.00,1.51,0.00
E3461,Marketing,1,41.00,7.51,14.00,2.94,0.00
E3975,Engineering,1,54.00,6.03,13.00,2.99,0.00
E1962,Engineering,1,46.00,16.13,11.00,1.34,0.00
E0954,Marketing,1,50.00,15.59,9.00,1.33,0.00
E0943,Finance,1,57.00,9.79,14.00,1.76,0.00
E0035,HR,1,44.00,11.80,13.00,1.87,0.00
E3735,Engineering,1,50.00,12.08,14.00,1.15,0.00
E0685,HR,1,46.00,14.60,16.00,1.03,0.00
E1315,Operations,1,43.00,10.00,19.00,2.00,0.00
E0605,Finance,1,50.00,9.75,16.00,2.98,0.00
E1911,Marketing,1,57.00,9.98,13.00,1.18,0.00
E0726,Finance,1,48.00,8.37,12.00,3.09,0.00
E0886,Sales,1,50.00,7.69,11.00,2.76,0.00
E0733,Marketing,1,57.00,14.30,17.00,1.63,0.00
E4957,Marketing,1,48.00,10.81,15.00,1.52,0.00
E4020,Finance,1,51.00,6.44,9.00,3.09,0.00
E0554,Finance,1,40.00,10.78,13.00,1.70,0.00
E4211,Sales,1,44.00,11.72,11.00,1.02,0.00
E4692,HR,1,49.00,9.16,14.00,2.17,0.00
E4809,Support,1,49.00,10.20,11.00,2.23,0.00
E3705,Operations,1,51.00,11.85,11.00,1.24,0.00
E0855,Engineering,1,48.00,6.51,11.00,3.46,0.00
E2640,Marketing,1,63.00,6.69,9.00,1.56,0.00
E2676,HR,1,41.00,15.06,15.00,1.12,0.00
E2843,Marketing,1,51.00,8.70,16.00,2.06,0.00
E4401,Engineering,1,46.00,6.19,9.00,2.22,0.00
E4218,Engineering,1,36.00,7.79,7.00,2.39,0.00
E3751,Operations,1,39.00,10.84,14.00,1.69,0.00
E0715,HR,1,41.00,8.10,17.00,2.53,0.00
E3847,Finance,1,54.00,1.75,15.00,7.28,0.00
E2468,Support,1,55.00,5.62,11.00,2.42,0.00
E3636,Marketing,1,33.00,10.99,22.00,1.42,0.00
E3267,Finance,1,51.00,13.42,11.00,1.46,0.00
E2654,Engineering,1,58.00,6.37,10.00,3.66,0.00
E4284,Operations,1,47.00,7.07,8.00,1.74,0.00
E1497,HR,1,41.00,13.29,14.00,1.68,0.00
E2240,Engineering,1,46.00,11.29,7.00,2.03,0.00
E2875,Sales,1,46.00,16.74,17.00,1.80,0.00
E1527,Support,1,45.00,10.20,18.00,1.43,0.00
E4940,Operations,1,56.00,9.79,11.00,1.21,0.00
E2658,Operations,1,42.00,11.51,13.00,2.32,0.00
E4830,HR,1,48.00,14.41,10.00,1.36,0.00
E2302,Engineering,1,49.00,14.17,11.00,2.04,0.00
E3969,Operations,1,56.00,12.88,13.00,1.44,0.00
E0317,Sales,1,50.00,12.77,16.00,1.53,0.00
E2267,Support,1,52.00,14.69,11.00,0.96,0.00
E4026,Finance,1,57.00,12.22,22.00,1.44,0.00
E1061,Operations,1,50.00,11.95,13.00,2.08,0.00
E1067,Sales,1,38.00,11.63,17.00,1.98,0.00
E3957,Sales,1,54.00,14.57,20.00,1.54,0.00
E1068,Support,1,53.00,5.55,14.00,3.05,0.00
E3043,Sales,1,49.00,12.55,12.00,1.85,0.00
E1258,Engineering,1,47.00,11.12,15.00,2.64,0.00
E4851,Operations,1,58.00,10.01,15.00,1.09,0.00
E0168,HR,1,63.00,7.19,9.00,2.20,0.00
E1834,Marketing,1,62.00,11.36,14.00,1.70,0.00
E2746,Finance,1,53.00,11.36,14.00,1.62,0.00
E0957,HR,1,42.00,12.70,14.00,1.53,0.00
E2000,Marketing,1,52.00,9.04,15.00,2.69,0.00
E4724,Sales,1,50.00,10.20,9.00,1.16,0.00
E4939,Marketing,1,38.00,13.80,14.00,1.35,0.00
E0506,Sales,1,56.00,10.61,12.00,2.15,0.00
E3432,Engineering,1,46.00,9.31,7.00,2.91,0.00
E4232,Marketing,1,52.00,12.47,8.00,1.86,0.00
E1852,HR,1,46.00,6.30,8.00,3.15,0.00
E3308,Operations,1,50.00,5.06,13.00,3.96,0.00
E3083,Operations,1,50.00,10.97,19.00,1.92,0.00
E2961,HR,1,56.00,7.08,12.00,1.61,0.00
E0850,Operations,1,50.00,10.14,13.00,1.71,0.00
E1786,Marketing,1,45.00,2.46,13.00,6.36,0.00
E0572,Engineering,1,51.00,6.64,10.00,2.10,0.00
E0295,Finance,1,40.00,13.20,19.00,1.62,0.00
E4820,Marketing,1,45.00,9.22,20.00,2.06,0.00
E2371,Marketing,1,40.00,9.93,16.00,1.65,0.00
E4681,Sales,1,63.00,4.01,9.00,3.59,0.00
E4613,Sales,1,31.00,7.82,13.00,2.04,0.00
E0865,Engineering,1,55.00,13.35,7.00,1.88,0.00
E3763,HR,1,55.00,4.80,20.00,4.31,0.00
